Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance Index Faixa,Sample Question Papers Practiced Faixa,Hours Studied Faixa,Extracurricular Activities Faixa,Sleep Hours Faixa
9,62,1,7,2,63,2,1,1,1,1
8,51,0,7,8,43,1,1,1,1,1
3,62,1,6,6,44,1,1,1,1,1
5,60,1,9,3,48,1,1,1,1,1
7,65,1,4,8,53,2,1,1,1,1
4,47,1,8,8,32,1,1,1,1,1
5,69,1,9,6,58,2,1,1,1,1
3,73,0,8,4,50,2,1,1,1,1
9,41,0,9,8,39,1,1,1,1,1
9,44,1,5,6,41,1,1,1,1,1
7,70,0,4,8,61,2,1,1,1,1
2,72,0,4,2,49,1,1,1,1,1
7,93,0,6,8,84,3,1,1,1,1
7,43,0,9,0,32,1,1,1,1,1
5,45,1,7,4,32,1,1,1,1,1
9,62,0,4,1,60,2,1,1,1,1
3,84,0,9,0,67,2,1,1,1,1
4,58,1,7,2,46,1,1,1,1,1
1,82,1,6,6,56,2,1,1,1,1
6,84,1,9,2,74,2,1,1,1,1
4,47,1,9,9,28,1,1,1,1,1
1,78,1,5,9,52,2,1,1,1,1
2,52,1,9,8,28,1,1,1,1,1
3,40,1,5,2,18,1,1,1,1,1
9,45,1,7,5,45,1,1,1,1,1
8,46,0,7,1,41,1,1,1,1,1
7,87,1,4,7,78,2,1,1,1,1
4,66,0,6,9,48,1,1,1,1,1
1,54,1,5,4,26,1,1,1,1,1
8,91,1,4,1,86,3,1,1,1,1
4,73,0,8,6,56,2,1,1,1,1
3,97,1,4,2,77,2,1,1,1,1
9,96,1,7,4,95,3,1,1,1,1
4,62,0,8,8,47,1,1,1,1,1
4,87,0,4,0,62,2,1,1,1,1
9,88,0,9,1,87,3,1,1,1,1
2,63,0,6,4,40,1,1,1,1,1
5,54,0,5,3,35,1,1,1,1,1
4,74,0,9,0,60,2,1,1,1,1
9,43,1,8,6,41,1,1,1,1,1
5,83,1,6,8,67,2,1,1,1,1
9,76,1,4,0,70,2,1,1,1,1
9,56,1,9,7,55,2,1,1,1,1
2,70,1,7,8,54,2,1,1,1,1
9,77,0,7,1,72,2,1,1,1,1
3,49,0,6,0,26,1,1,1,1,1
4,93,1,7,5,77,2,1,1,1,1
1,89,0,5,6,67,2,1,1,1,1
1,66,1,6,1,39,1,1,1,1,1
1,81,0,6,4,54,2,1,1,1,1
9,45,1,7,4,43,1,1,1,1,1
8,95,1,6,6,89,3,1,1,1,1
5,45,1,4,0,28,1,1,1,1,1
5,91,0,8,9,80,3,1,1,1,1
9,54,0,9,7,51,2,1,1,1,1
3,43,1,8,4,23,1,1,1,1,1
3,96,0,9,2,79,2,1,1,1,1
7,87,1,7,8,77,2,1,1,1,1
9,93,1,5,2,89,3,1,1,1,1
6,95,0,5,6,80,3,1,1,1,1
2,79,1,7,9,57,2,1,1,1,1
1,46,1,7,6,20,1,1,1,1,1
2,90,1,6,9,68,2,1,1,1,1
1,97,0,5,7,71,2,1,1,1,1
9,88,1,8,9,88,3,1,1,1,1
8,92,1,7,7,85,3,1,1,1,1
7,84,1,8,3,77,2,1,1,1,1
3,86,1,9,0,66,2,1,1,1,1
8,65,0,8,3,61,2,1,1,1,1
2,97,1,5,5,74,2,1,1,1,1
2,70,1,9,9,48,1,1,1,1,1
3,41,0,8,5,18,1,1,1,1,1
7,67,0,6,5,59,2,1,1,1,1
1,81,0,6,6,55,2,1,1,1,1
8,52,0,5,0,47,1,1,1,1,1
7,57,0,6,9,52,2,1,1,1,1
4,69,0,7,0,50,2,1,1,1,1
5,94,1,9,6,77,2,1,1,1,1
1,50,1,5,3,25,1,1,1,1,1
4,52,0,9,5,35,1,1,1,1,1
1,90,1,8,5,65,2,1,1,1,1
1,63,0,7,8,40,1,1,1,1,1
1,96,1,5,1,70,2,1,1,1,1
7,68,0,8,3,61,2,1,1,1,1
7,95,0,8,3,89,3,1,1,1,1
4,93,1,8,6,77,2,1,1,1,1
2,44,0,8,0,22,1,1,1,1,1
3,74,1,8,4,55,2,1,1,1,1
8,58,0,5,3,52,2,1,1,1,1
8,94,0,6,1,88,3,1,1,1,1
6,52,1,8,4,44,1,1,1,1,1
9,44,0,7,8,39,1,1,1,1,1
9,83,1,5,7,80,3,1,1,1,1
4,53,1,4,8,35,1,1,1,1,1
1,77,1,6,6,52,2,1,1,1,1
1,61,1,7,9,34,1,1,1,1,1
5,48,1,8,6,33,1,1,1,1,1
2,88,0,5,1,64,2,1,1,1,1
6,79,0,5,2,65,2,1,1,1,1
7,65,1,8,9,55,2,1,1,1,1
1,84,0,7,7,58,2,1,1,1,1
6,44,1,5,1,29,1,1,1,1,1
8,68,0,9,6,65,2,1,1,1,1
5,93,1,6,5,80,3,1,1,1,1
7,61,0,7,9,55,2,1,1,1,1
6,88,1,8,3,78,2,1,1,1,1
4,42,0,7,3,22,1,1,1,1,1
7,67,1,9,2,53,2,1,1,1,1
9,77,1,7,5,77,2,1,1,1,1
7,53,0,4,2,41,1,1,1,1,1
5,86,1,8,8,69,2,1,1,1,1
7,53,1,6,3,47,1,1,1,1,1
3,82,0,8,3,64,2,1,1,1,1
2,50,0,4,1,28,1,1,1,1,1
5,48,1,8,1,35,1,1,1,1,1
4,77,1,8,6,63,2,1,1,1,1
5,86,1,6,4,71,2,1,1,1,1
8,83,1,4,2,78,2,1,1,1,1
4,45,0,8,5,32,1,1,1,1,1
9,40,1,9,5,40,1,1,1,1,1
7,64,1,8,0,55,2,1,1,1,1
7,55,0,5,2,42,1,1,1,1,1
8,91,0,8,4,88,3,1,1,1,1
6,54,1,6,6,43,1,1,1,1,1
8,73,0,5,3,66,2,1,1,1,1
3,56,0,9,7,33,1,1,1,1,1
1,42,0,9,2,12,1,1,1,1,1
6,42,1,9,5,32,1,1,1,1,1
1,76,1,4,5,48,1,1,1,1,1
9,56,1,9,8,56,2,1,1,1,1
2,94,0,7,3,73,2,1,1,1,1
2,88,1,6,6,65,2,1,1,1,1
7,91,1,4,9,83,3,1,1,1,1
2,77,1,5,0,53,2,1,1,1,1
8,40,0,7,0,39,1,1,1,1,1
6,46,1,4,1,32,1,1,1,1,1
7,65,1,6,3,55,2,1,1,1,1
7,86,1,5,5,76,2,1,1,1,1
6,78,1,6,3,69,2,1,1,1,1
9,58,0,6,5,54,2,1,1,1,1
9,91,1,5,1,89,3,1,1,1,1
7,93,1,9,8,87,3,1,1,1,1
9,69,0,8,2,66,2,1,1,1,1
3,82,0,6,6,65,2,1,1,1,1
3,94,0,9,0,71,2,1,1,1,1
1,53,0,5,7,27,1,1,1,1,1
5,52,0,6,3,38,1,1,1,1,1
4,59,1,8,4,43,1,1,1,1,1
2,65,0,5,6,38,1,1,1,1,1
9,66,0,4,2,59,2,1,1,1,1
3,64,0,4,8,44,1,1,1,1,1
8,48,1,9,8,39,1,1,1,1,1
6,80,1,4,7,67,2,1,1,1,1
5,87,1,7,0,70,2,1,1,1,1
1,51,0,6,1,24,1,1,1,1,1
4,49,1,6,1,31,1,1,1,1,1
3,45,0,5,2,24,1,1,1,1,1
1,89,0,7,1,61,2,1,1,1,1
5,73,1,6,0,59,2,1,1,1,1
6,98,1,5,4,87,3,1,1,1,1
2,91,1,8,5,68,2,1,1,1,1
3,80,0,6,6,62,2,1,1,1,1
6,58,1,9,9,50,2,1,1,1,1
4,45,1,6,6,27,1,1,1,1,1
9,41,1,8,1,36,1,1,1,1,1
5,54,1,8,6,43,1,1,1,1,1
4,56,1,6,1,35,1,1,1,1,1
2,55,0,8,1,29,1,1,1,1,1
6,67,0,5,5,56,2,1,1,1,1
2,60,1,6,5,41,1,1,1,1,1
7,47,0,6,7,37,1,1,1,1,1
3,49,0,4,4,26,1,1,1,1,1
9,49,0,9,4,46,1,1,1,1,1
5,89,1,6,9,75,2,1,1,1,1
8,49,0,4,0,40,1,1,1,1,1
6,48,1,8,3,36,1,1,1,1,1
8,67,0,9,0,62,2,1,1,1,1
3,63,1,9,9,47,1,1,1,1,1
3,58,0,8,4,39,1,1,1,1,1
5,72,0,5,7,57,2,1,1,1,1
3,43,1,4,0,20,1,1,1,1,1
8,95,1,6,2,87,3,1,1,1,1
8,42,0,4,0,31,1,1,1,1,1
2,81,1,8,5,57,2,1,1,1,1
4,51,1,8,9,37,1,1,1,1,1
1,57,1,5,0,29,1,1,1,1,1
4,62,1,9,9,48,1,1,1,1,1
4,59,0,9,2,41,1,1,1,1,1
9,45,1,8,4,43,1,1,1,1,1
3,92,0,4,4,70,2,1,1,1,1
2,73,0,9,1,54,2,1,1,1,1
9,81,1,6,2,77,2,1,1,1,1
9,41,1,6,8,40,1,1,1,1,1
1,69,1,4,0,39,1,1,1,1,1
6,48,1,5,0,38,1,1,1,1,1
8,66,0,6,1,61,2,1,1,1,1
3,81,0,4,7,59,2,1,1,1,1
9,73,1,4,5,68,2,1,1,1,1
2,79,0,8,3,59,2,1,1,1,1
6,63,1,9,6,55,2,1,1,1,1
1,88,0,8,5,63,2,1,1,1,1
7,56,0,9,8,47,1,1,1,1,1
3,68,0,5,5,49,1,1,1,1,1
7,75,1,5,1,64,2,1,1,1,1
4,89,1,5,2,72,2,1,1,1,1
9,51,0,4,8,46,1,1,1,1,1
5,70,1,4,6,55,2,1,1,1,1
3,88,1,8,5,73,2,1,1,1,1
8,48,0,6,4,41,1,1,1,1,1
6,58,1,9,2,50,2,1,1,1,1
2,85,1,9,3,61,2,1,1,1,1
3,85,0,5,0,60,2,1,1,1,1
8,56,0,9,4,52,2,1,1,1,1
7,41,0,7,6,31,1,1,1,1,1
6,79,0,5,1,66,2,1,1,1,1
1,44,1,9,7,16,1,1,1,1,1
9,98,1,8,9,93,3,1,1,1,1
3,78,0,9,5,59,2,1,1,1,1
5,93,0,4,9,78,2,1,1,1,1
7,87,1,8,2,79,2,1,1,1,1
7,55,1,8,1,50,2,1,1,1,1
3,56,1,8,7,38,1,1,1,1,1
4,93,0,7,3,80,3,1,1,1,1
7,66,0,7,6,58,2,1,1,1,1
8,46,0,9,6,44,1,1,1,1,1
2,91,0,5,9,70,2,1,1,1,1
9,47,1,9,8,45,1,1,1,1,1
7,47,0,9,9,40,1,1,1,1,1
8,62,0,9,7,57,2,1,1,1,1
6,71,1,4,7,61,2,1,1,1,1
6,82,0,8,6,72,2,1,1,1,1
9,86,1,6,9,83,3,1,1,1,1
4,57,0,5,4,36,1,1,1,1,1
5,77,1,5,8,61,2,1,1,1,1
9,93,1,8,6,90,3,1,1,1,1
1,51,1,5,2,22,1,1,1,1,1
4,54,0,8,5,35,1,1,1,1,1
7,67,0,5,2,59,2,1,1,1,1
9,94,0,9,5,89,3,1,1,1,1
6,77,0,4,7,66,2,1,1,1,1
8,89,0,5,8,88,3,1,1,1,1
9,95,0,5,1,91,3,1,1,1,1
4,70,1,6,5,53,2,1,1,1,1
1,91,0,4,2,64,2,1,1,1,1
8,48,0,9,6,40,1,1,1,1,1
2,47,1,4,3,24,1,1,1,1,1
1,85,1,4,4,59,2,1,1,1,1
7,58,0,5,9,49,1,1,1,1,1
9,90,1,7,5,85,3,1,1,1,1
9,47,0,5,7,47,1,1,1,1,1
3,73,1,8,1,54,2,1,1,1,1
6,96,0,6,3,82,3,1,1,1,1
7,43,1,4,3,31,1,1,1,1,1
9,70,1,8,5,67,2,1,1,1,1
2,77,0,9,3,58,2,1,1,1,1
8,42,0,8,4,36,1,1,1,1,1
7,74,1,7,4,66,2,1,1,1,1
4,58,1,4,7,39,1,1,1,1,1
2,82,1,5,3,61,2,1,1,1,1
8,68,1,4,5,64,2,1,1,1,1
5,49,0,6,6,31,1,1,1,1,1
6,51,1,4,7,39,1,1,1,1,1
7,85,1,8,8,78,2,1,1,1,1
1,69,0,8,9,43,1,1,1,1,1
8,69,0,5,7,62,2,1,1,1,1
4,99,0,5,3,80,3,1,1,1,1
9,57,0,5,3,51,2,1,1,1,1
1,63,0,9,9,40,1,1,1,1,1
2,71,0,6,4,48,1,1,1,1,1
6,48,1,9,2,38,1,1,1,1,1
1,86,1,9,1,61,2,1,1,1,1
4,63,1,9,1,42,1,1,1,1,1
8,65,0,4,8,57,2,1,1,1,1
5,42,0,7,7,26,1,1,1,1,1
9,62,1,4,5,58,2,1,1,1,1
6,50,1,5,8,40,1,1,1,1,1
1,49,0,6,4,26,1,1,1,1,1
6,89,0,9,9,78,2,1,1,1,1
6,75,1,4,0,62,2,1,1,1,1
6,99,1,8,7,90,3,1,1,1,1
8,52,1,9,2,50,2,1,1,1,1
6,68,1,4,8,57,2,1,1,1,1
5,77,1,8,0,62,2,1,1,1,1
2,98,0,4,2,74,2,1,1,1,1
4,92,1,4,0,74,2,1,1,1,1
5,52,1,9,0,40,1,1,1,1,1
4,96,0,4,5,81,3,1,1,1,1
2,65,1,5,3,45,1,1,1,1,1
7,59,0,8,9,50,2,1,1,1,1
2,44,0,6,3,17,1,1,1,1,1
1,59,1,7,4,31,1,1,1,1,1
5,53,1,9,2,40,1,1,1,1,1
1,84,0,8,1,61,2,1,1,1,1
1,53,0,5,9,26,1,1,1,1,1
1,47,0,8,7,20,1,1,1,1,1
6,87,1,6,6,73,2,1,1,1,1
9,52,1,9,9,55,2,1,1,1,1
1,63,1,8,3,37,1,1,1,1,1
5,54,1,5,1,35,1,1,1,1,1
9,90,1,9,8,90,3,1,1,1,1
9,40,0,5,7,36,1,1,1,1,1
1,61,1,9,3,38,1,1,1,1,1
8,73,1,7,4,65,2,1,1,1,1
1,89,0,6,9,66,2,1,1,1,1
8,90,1,7,5,88,3,1,1,1,1
1,79,1,4,3,53,2,1,1,1,1
5,42,1,5,1,27,1,1,1,1,1
8,94,0,7,4,90,3,1,1,1,1
6,65,0,5,0,50,2,1,1,1,1
9,53,1,9,6,49,1,1,1,1,1
1,97,1,5,8,71,2,1,1,1,1
9,80,1,4,2,72,2,1,1,1,1
1,47,0,5,5,21,1,1,1,1,1
3,88,0,9,8,73,2,1,1,1,1
1,94,1,9,3,68,2,1,1,1,1
3,94,1,7,5,74,2,1,1,1,1
2,95,1,6,2,72,2,1,1,1,1
2,55,1,8,8,38,1,1,1,1,1
9,81,0,7,6,78,2,1,1,1,1
8,60,0,4,6,55,2,1,1,1,1
1,49,1,8,3,24,1,1,1,1,1
4,96,0,5,5,72,2,1,1,1,1
1,64,0,7,7,38,1,1,1,1,1
1,95,1,8,5,73,2,1,1,1,1
4,77,1,7,5,60,2,1,1,1,1
2,61,1,5,3,38,1,1,1,1,1
3,88,1,9,7,74,2,1,1,1,1
9,87,0,7,9,86,3,1,1,1,1
2,86,1,4,7,62,2,1,1,1,1
4,93,1,8,8,80,3,1,1,1,1
1,85,1,8,5,62,2,1,1,1,1
2,43,1,8,1,22,1,1,1,1,1
5,43,0,7,3,28,1,1,1,1,1
1,69,1,5,3,41,1,1,1,1,1
7,41,1,7,7,34,1,1,1,1,1
4,68,0,7,4,52,2,1,1,1,1
6,82,1,9,3,71,2,1,1,1,1
8,75,1,8,7,68,2,1,1,1,1
6,60,1,5,2,47,1,1,1,1,1
2,99,0,6,1,73,2,1,1,1,1
1,60,1,5,3,33,1,1,1,1,1
8,87,1,7,0,83,3,1,1,1,1
8,60,1,4,0,48,1,1,1,1,1
9,43,0,5,4,39,1,1,1,1,1
6,40,1,8,0,29,1,1,1,1,1
1,65,1,4,3,36,1,1,1,1,1
9,95,1,6,7,94,3,1,1,1,1
3,90,0,6,7,73,2,1,1,1,1
6,41,0,4,1,28,1,1,1,1,1
9,48,1,6,2,49,1,1,1,1,1
3,94,1,4,2,73,2,1,1,1,1
5,96,0,7,0,83,3,1,1,1,1
5,84,1,4,2,73,2,1,1,1,1
7,57,0,7,7,50,2,1,1,1,1
4,87,0,8,5,74,2,1,1,1,1
4,87,0,8,4,71,2,1,1,1,1
7,96,1,6,9,92,3,1,1,1,1
9,81,0,9,8,78,2,1,1,1,1
4,80,0,9,6,64,2,1,1,1,1
4,50,1,4,5,37,1,1,1,1,1
6,64,1,7,4,49,1,1,1,1,1
6,65,1,8,4,53,2,1,1,1,1
7,97,0,8,9,95,3,1,1,1,1
1,75,0,8,8,50,2,1,1,1,1
3,81,1,6,9,62,2,1,1,1,1
9,74,0,8,5,74,2,1,1,1,1
6,77,1,9,3,70,2,1,1,1,1
6,42,1,5,3,29,1,1,1,1,1
5,98,1,6,3,81,3,1,1,1,1
3,80,1,4,5,58,2,1,1,1,1
5,74,1,5,0,57,2,1,1,1,1
1,89,0,6,8,61,2,1,1,1,1
3,79,0,6,1,56,2,1,1,1,1
4,61,1,7,1,44,1,1,1,1,1
5,47,0,5,4,30,1,1,1,1,1
9,54,0,5,3,53,2,1,1,1,1
4,84,1,9,2,67,2,1,1,1,1
3,46,0,5,4,21,1,1,1,1,1
1,58,0,8,6,35,1,1,1,1,1
6,79,1,9,9,77,2,1,1,1,1
7,81,0,8,1,72,2,1,1,1,1
8,56,0,9,5,52,2,1,1,1,1
1,40,0,4,3,15,1,1,1,1,1
4,84,0,9,1,67,2,1,1,1,1
5,68,0,4,0,55,2,1,1,1,1
2,97,1,9,7,73,2,1,1,1,1
1,52,1,4,4,25,1,1,1,1,1
8,95,1,8,9,90,3,1,1,1,1
6,87,1,9,1,74,2,1,1,1,1
5,68,1,7,7,53,2,1,1,1,1
9,80,0,9,2,79,2,1,1,1,1
2,81,0,4,6,59,2,1,1,1,1
8,45,1,6,1,40,1,1,1,1,1
9,44,1,8,6,39,1,1,1,1,1
1,73,1,7,3,49,1,1,1,1,1
7,50,0,6,9,41,1,1,1,1,1
8,48,0,6,0,39,1,1,1,1,1
3,77,0,8,4,57,2,1,1,1,1
4,79,0,9,3,66,2,1,1,1,1
3,80,0,5,7,59,2,1,1,1,1
7,48,0,7,0,40,1,1,1,1,1
9,47,1,9,1,47,1,1,1,1,1
3,83,0,8,4,65,2,1,1,1,1
6,97,1,5,9,86,3,1,1,1,1
8,79,1,8,9,75,2,1,1,1,1
6,42,0,8,1,30,1,1,1,1,1
2,52,0,6,0,26,1,1,1,1,1
7,58,0,9,5,49,1,1,1,1,1
2,73,0,8,9,52,2,1,1,1,1
2,71,0,9,3,47,1,1,1,1,1
2,88,0,5,4,64,2,1,1,1,1
1,55,0,6,2,28,1,1,1,1,1
1,75,0,5,9,48,1,1,1,1,1
7,57,1,5,5,47,1,1,1,1,1
5,53,1,6,3,37,1,1,1,1,1
3,69,0,9,5,54,2,1,1,1,1
1,41,1,5,4,18,1,1,1,1,1
6,52,0,4,1,37,1,1,1,1,1
1,66,1,9,3,41,1,1,1,1,1
9,98,1,8,1,96,3,1,1,1,1
2,92,0,6,4,69,2,1,1,1,1
1,91,0,6,2,64,2,1,1,1,1
7,56,0,9,5,48,1,1,1,1,1
6,70,1,4,4,59,2,1,1,1,1
6,54,1,4,1,39,1,1,1,1,1
5,96,0,4,9,80,3,1,1,1,1
4,59,1,4,7,38,1,1,1,1,1
4,44,0,7,5,26,1,1,1,1,1
3,46,1,6,8,27,1,1,1,1,1
8,57,0,5,2,50,2,1,1,1,1
7,95,1,6,3,89,3,1,1,1,1
9,50,0,6,7,45,1,1,1,1,1
1,71,0,6,6,42,1,1,1,1,1
7,89,0,4,7,80,3,1,1,1,1
4,66,1,4,8,48,1,1,1,1,1
7,65,0,7,7,59,2,1,1,1,1
1,76,1,9,7,53,2,1,1,1,1
5,84,0,6,5,72,2,1,1,1,1
3,67,0,8,1,46,1,1,1,1,1
5,89,0,9,6,75,2,1,1,1,1
4,41,1,7,3,25,1,1,1,1,1
2,59,1,4,2,36,1,1,1,1,1
4,43,1,6,3,24,1,1,1,1,1
3,52,0,4,3,31,1,1,1,1,1
1,63,1,9,2,39,1,1,1,1,1
8,87,0,5,8,81,3,1,1,1,1
5,77,0,4,2,63,2,1,1,1,1
4,97,0,4,1,81,3,1,1,1,1
5,79,0,7,0,63,2,1,1,1,1
4,87,0,5,0,69,2,1,1,1,1
3,84,1,9,4,66,2,1,1,1,1
5,94,1,8,4,80,3,1,1,1,1
4,68,0,8,8,52,2,1,1,1,1
1,97,0,8,3,68,2,1,1,1,1
3,75,1,6,4,57,2,1,1,1,1
8,41,0,8,5,37,1,1,1,1,1
7,80,0,6,9,68,2,1,1,1,1
2,57,0,9,6,35,1,1,1,1,1
1,88,0,9,8,65,2,1,1,1,1
3,47,1,4,5,28,1,1,1,1,1
5,97,0,8,0,82,3,1,1,1,1
1,54,1,7,7,29,1,1,1,1,1
3,80,1,9,1,62,2,1,1,1,1
3,56,1,5,8,35,1,1,1,1,1
5,62,1,5,6,51,2,1,1,1,1
3,41,0,9,6,22,1,1,1,1,1
9,45,0,4,9,42,1,1,1,1,1
1,68,0,5,9,45,1,1,1,1,1
4,66,1,5,4,48,1,1,1,1,1
4,76,1,4,7,61,2,1,1,1,1
1,88,1,4,9,59,2,1,1,1,1
2,73,0,4,0,50,2,1,1,1,1
1,57,0,7,2,33,1,1,1,1,1
6,81,0,4,8,65,2,1,1,1,1
3,49,1,4,0,26,1,1,1,1,1
7,77,1,4,7,69,2,1,1,1,1
5,98,0,9,5,87,3,1,1,1,1
9,83,1,8,9,85,3,1,1,1,1
7,56,1,9,4,46,1,1,1,1,1
4,98,0,8,5,82,3,1,1,1,1
5,52,1,7,4,36,1,1,1,1,1
5,91,1,7,8,77,2,1,1,1,1
5,99,0,5,1,85,3,1,1,1,1
9,87,1,9,9,85,3,1,1,1,1
3,81,1,8,5,62,2,1,1,1,1
6,66,1,7,3,54,2,1,1,1,1
8,92,1,7,2,89,3,1,1,1,1
9,41,0,9,4,35,1,1,1,1,1
7,73,0,5,1,65,2,1,1,1,1
3,70,1,4,2,52,2,1,1,1,1
1,62,0,6,6,37,1,1,1,1,1
4,46,0,5,0,27,1,1,1,1,1
6,77,0,6,1,60,2,1,1,1,1
3,72,1,5,2,52,2,1,1,1,1
1,51,1,5,9,28,1,1,1,1,1
6,84,0,4,6,72,2,1,1,1,1
1,51,0,7,3,23,1,1,1,1,1
9,58,0,8,7,59,2,1,1,1,1
1,48,0,5,7,20,1,1,1,1,1
6,49,1,4,0,38,1,1,1,1,1
1,56,0,6,4,31,1,1,1,1,1
7,89,1,9,0,81,3,1,1,1,1
3,79,1,9,6,66,2,1,1,1,1
6,78,1,7,3,68,2,1,1,1,1
7,80,1,9,7,75,2,1,1,1,1
1,49,1,5,7,24,1,1,1,1,1
1,51,1,6,8,26,1,1,1,1,1
5,54,1,5,5,39,1,1,1,1,1
6,70,0,9,6,61,2,1,1,1,1
9,54,1,8,6,52,2,1,1,1,1
1,67,0,9,4,38,1,1,1,1,1
4,43,0,8,6,25,1,1,1,1,1
8,75,0,9,8,73,2,1,1,1,1
9,94,0,7,3,93,3,1,1,1,1
3,40,0,6,1,16,1,1,1,1,1
2,97,1,8,7,75,2,1,1,1,1
4,83,1,4,6,64,2,1,1,1,1
2,96,0,7,5,77,2,1,1,1,1
1,73,0,5,6,44,1,1,1,1,1
3,86,0,9,2,66,2,1,1,1,1
7,56,1,6,5,48,1,1,1,1,1
1,78,0,6,9,50,2,1,1,1,1
2,77,1,9,6,56,2,1,1,1,1
1,83,1,4,6,55,2,1,1,1,1
8,90,0,8,4,83,3,1,1,1,1
5,72,1,9,2,58,2,1,1,1,1
8,99,1,6,1,93,3,1,1,1,1
3,60,1,4,6,38,1,1,1,1,1
7,65,0,4,3,55,2,1,1,1,1
8,85,0,5,1,80,3,1,1,1,1
6,75,0,4,7,64,2,1,1,1,1
7,44,0,7,1,37,1,1,1,1,1
2,72,0,6,5,49,1,1,1,1,1
8,40,0,7,3,33,1,1,1,1,1
5,92,0,4,8,78,2,1,1,1,1
7,45,0,4,4,31,1,1,1,1,1
1,76,1,7,3,53,2,1,1,1,1
5,41,0,5,7,25,1,1,1,1,1
1,96,1,4,2,69,2,1,1,1,1
8,92,1,7,8,89,3,1,1,1,1
4,98,0,7,7,80,3,1,1,1,1
4,98,1,6,7,80,3,1,1,1,1
2,44,1,5,9,22,1,1,1,1,1
5,65,0,8,4,52,2,1,1,1,1
1,80,1,7,0,59,2,1,1,1,1
9,90,0,6,9,88,3,1,1,1,1
5,92,1,8,8,81,3,1,1,1,1
6,86,1,6,1,79,2,1,1,1,1
2,52,0,6,0,28,1,1,1,1,1
1,51,1,9,5,28,1,1,1,1,1
4,44,1,5,0,19,1,1,1,1,1
7,41,0,4,9,31,1,1,1,1,1
6,98,0,5,9,87,3,1,1,1,1
1,43,1,8,9,17,1,1,1,1,1
1,98,1,9,6,75,2,1,1,1,1
8,66,0,5,6,61,2,1,1,1,1
4,89,1,4,0,72,2,1,1,1,1
5,92,0,5,9,78,2,1,1,1,1
7,49,0,5,4,36,1,1,1,1,1
8,52,0,5,2,45,1,1,1,1,1
7,83,1,7,1,74,2,1,1,1,1
2,41,1,7,4,17,1,1,1,1,1
4,65,1,5,4,47,1,1,1,1,1
1,54,0,4,1,25,1,1,1,1,1
9,85,1,4,5,81,3,1,1,1,1
3,96,0,4,6,74,2,1,1,1,1
3,49,1,4,0,30,1,1,1,1,1
9,61,0,9,2,59,2,1,1,1,1
3,79,0,9,3,60,2,1,1,1,1
8,64,1,6,1,58,2,1,1,1,1
2,54,0,5,9,28,1,1,1,1,1
3,52,1,5,4,33,1,1,1,1,1
2,47,1,6,3,30,1,1,1,1,1
1,60,1,4,1,31,1,1,1,1,1
2,60,1,8,0,36,1,1,1,1,1
8,61,1,8,7,56,2,1,1,1,1
9,85,0,6,1,82,3,1,1,1,1
2,72,1,8,3,50,2,1,1,1,1
7,84,0,7,9,76,2,1,1,1,1
5,66,1,5,4,52,2,1,1,1,1
3,79,0,8,1,60,2,1,1,1,1
9,89,0,9,9,91,3,1,1,1,1
6,61,1,9,8,52,2,1,1,1,1
1,69,0,7,1,43,1,1,1,1,1
5,48,1,5,5,32,1,1,1,1,1
7,84,1,7,6,77,2,1,1,1,1
4,74,1,5,5,55,2,1,1,1,1
8,57,0,5,3,52,2,1,1,1,1
5,81,0,8,0,68,2,1,1,1,1
9,44,0,9,1,41,1,1,1,1,1
9,66,0,6,9,63,2,1,1,1,1
9,96,1,8,9,99,3,1,1,1,1
1,45,1,4,5,17,1,1,1,1,1
2,71,0,7,7,47,1,1,1,1,1
3,47,0,4,2,24,1,1,1,1,1
4,95,1,5,6,80,3,1,1,1,1
9,78,0,8,8,79,2,1,1,1,1
6,60,1,4,3,49,1,1,1,1,1
1,57,0,4,6,27,1,1,1,1,1
9,53,0,9,6,51,2,1,1,1,1
6,54,0,4,9,41,1,1,1,1,1
4,81,1,9,8,67,2,1,1,1,1
4,65,1,9,2,48,1,1,1,1,1
3,92,0,5,0,72,2,1,1,1,1
7,83,0,9,7,75,2,1,1,1,1
3,71,0,5,3,48,1,1,1,1,1
2,78,0,9,1,58,2,1,1,1,1
8,67,0,9,4,62,2,1,1,1,1
4,99,0,5,3,83,3,1,1,1,1
8,78,0,4,0,68,2,1,1,1,1
1,82,0,7,6,55,2,1,1,1,1
5,71,1,8,3,55,2,1,1,1,1
9,52,1,8,7,49,1,1,1,1,1
1,54,1,5,8,27,1,1,1,1,1
4,57,1,4,7,38,1,1,1,1,1
6,78,0,7,0,66,2,1,1,1,1
8,45,1,6,7,37,1,1,1,1,1
3,94,1,5,4,72,2,1,1,1,1
5,50,0,6,0,34,1,1,1,1,1
7,71,1,8,8,68,2,1,1,1,1
1,79,1,8,8,56,2,1,1,1,1
7,59,1,7,6,52,2,1,1,1,1
8,72,1,7,6,67,2,1,1,1,1
8,79,1,6,0,69,2,1,1,1,1
9,47,0,8,8,45,1,1,1,1,1
6,90,0,7,0,76,2,1,1,1,1
6,74,0,7,6,65,2,1,1,1,1
2,44,1,8,8,26,1,1,1,1,1
3,74,1,8,8,54,2,1,1,1,1
4,86,1,4,4,68,2,1,1,1,1
4,53,0,9,5,34,1,1,1,1,1
