Hours Studied,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance Index Faixa,Sample Question Papers Practiced Faixa,Hours Studied Faixa,Extracurricular Activities Faixa,Sleep Hours Faixa
3,0,4,4,39,1,1,1,1,1
2,0,3,2,74,2,1,1,1,1
4,1,4,3,56,2,1,1,1,1
2,1,2,3,45,1,1,1,1,1
4,1,5,3,61,2,1,1,1,1
3,0,5,4,45,1,1,1,1,1
3,0,5,2,43,1,1,1,1,1
2,0,2,5,68,2,1,1,1,1
2,1,2,2,79,2,1,1,1,1
2,1,5,5,40,1,1,1,1,1
5,0,2,1,37,1,1,1,1,1
2,1,1,5,72,2,1,1,1,1
5,0,5,4,67,2,1,1,1,1
3,1,2,5,93,3,1,1,1,1
4,1,1,2,85,3,1,1,1,1
2,1,4,3,26,1,1,1,1,1
4,0,5,2,84,3,1,1,1,1
2,1,5,5,45,1,1,1,1,1
1,0,2,1,41,1,1,1,1,1
3,0,5,5,39,1,1,1,1,1
1,0,1,3,28,1,1,1,1,1
3,1,4,4,48,1,1,1,1,1
5,1,2,3,46,1,1,1,1,1
1,1,3,2,38,1,1,1,1,1
2,0,5,5,87,3,1,1,1,1
1,1,5,1,50,2,1,1,1,1
1,1,5,3,63,2,1,1,1,1
4,0,2,1,89,3,1,1,1,1
1,0,5,3,19,1,1,1,1,1
1,0,5,5,56,2,1,1,1,1
4,1,5,5,82,3,1,1,1,1
2,1,5,1,60,2,1,1,1,1
2,0,3,2,67,2,1,1,1,1
2,1,5,4,50,2,1,1,1,1
3,0,1,2,52,2,1,1,1,1
1,1,2,4,17,1,1,1,1,1
1,0,2,4,61,2,1,1,1,1
2,1,3,1,22,1,1,1,1,1
3,0,3,5,79,2,1,1,1,1
1,0,1,2,15,1,1,1,1,1
1,0,4,1,34,1,1,1,1,1
4,1,2,4,83,3,1,1,1,1
1,1,5,5,71,2,1,1,1,1
4,1,5,5,47,1,1,1,1,1
2,0,1,5,70,2,1,1,1,1
3,0,2,1,58,2,1,1,1,1
4,0,5,4,74,2,1,1,1,1
5,0,1,1,34,1,1,1,1,1
3,0,4,1,66,2,1,1,1,1
5,0,5,5,73,2,1,1,1,1
2,0,2,5,72,2,1,1,1,1
3,0,5,5,34,1,1,1,1,1
4,0,5,3,80,3,1,1,1,1
5,1,2,1,49,1,1,1,1,1
2,0,1,4,69,2,1,1,1,1
1,1,4,2,16,1,1,1,1,1
3,0,5,5,46,1,1,1,1,1
2,1,1,2,50,2,1,1,1,1
1,0,1,2,67,2,1,1,1,1
4,1,3,4,37,1,1,1,1,1
5,0,1,1,78,2,1,1,1,1
5,0,5,4,62,2,1,1,1,1
1,0,4,5,18,1,1,1,1,1
5,1,5,4,83,3,1,1,1,1
4,0,3,1,42,1,1,1,1,1
3,1,1,4,36,1,1,1,1,1
4,1,5,3,64,2,1,1,1,1
5,1,2,3,47,1,1,1,1,1
4,1,3,3,48,1,1,1,1,1
3,1,4,1,63,2,1,1,1,1
2,0,2,3,31,1,1,1,1,1
1,1,4,2,54,2,1,1,1,1
3,1,2,1,46,1,1,1,1,1
2,1,5,4,53,2,1,1,1,1
3,1,4,4,86,3,1,1,1,1
3,0,2,2,34,1,1,1,1,1
2,0,4,4,66,2,1,1,1,1
1,0,3,2,53,2,1,1,1,1
5,1,4,4,32,1,1,1,1,1
1,1,5,4,32,1,1,1,1,1
2,1,4,3,26,1,1,1,1,1
1,0,2,3,59,2,1,1,1,1
4,1,4,5,45,1,1,1,1,1
1,0,5,3,54,2,1,1,1,1
5,1,1,3,89,3,1,1,1,1
1,1,3,1,35,1,1,1,1,1
3,0,5,3,40,1,1,1,1,1
4,1,2,2,49,1,1,1,1,1
2,0,4,5,46,1,1,1,1,1
5,1,4,2,63,2,1,1,1,1
4,0,4,5,43,1,1,1,1,1
2,1,3,4,44,1,1,1,1,1
3,1,5,2,48,1,1,1,1,1
4,1,1,5,53,2,1,1,1,1
2,1,5,5,32,1,1,1,1,1
3,1,5,4,58,2,1,1,1,1
2,0,5,3,50,2,1,1,1,1
5,0,5,5,39,1,1,1,1,1
5,1,2,4,41,1,1,1,1,1
4,0,1,5,61,2,1,1,1,1
1,0,1,2,49,1,1,1,1,1
4,0,3,5,84,3,1,1,1,1
4,0,5,1,32,1,1,1,1,1
3,1,4,3,32,1,1,1,1,1
5,0,1,1,60,2,1,1,1,1
2,0,5,1,67,2,1,1,1,1
2,1,4,2,46,1,1,1,1,1
1,1,3,4,56,2,1,1,1,1
3,1,5,2,74,2,1,1,1,1
2,1,5,5,28,1,1,1,1,1
1,1,2,5,52,2,1,1,1,1
1,1,5,5,28,1,1,1,1,1
2,1,2,2,18,1,1,1,1,1
5,1,4,3,45,1,1,1,1,1
4,0,4,1,41,1,1,1,1,1
4,1,1,4,78,2,1,1,1,1
2,0,3,5,48,1,1,1,1,1
1,1,2,3,26,1,1,1,1,1
4,1,1,1,86,3,1,1,1,1
2,0,5,4,56,2,1,1,1,1
2,1,1,2,77,2,1,1,1,1
5,1,4,3,95,3,1,1,1,1
2,0,5,5,47,1,1,1,1,1
2,0,1,1,62,2,1,1,1,1
5,0,5,1,87,3,1,1,1,1
1,0,3,3,40,1,1,1,1,1
3,0,2,2,35,1,1,1,1,1
2,0,5,1,60,2,1,1,1,1
5,1,5,4,41,1,1,1,1,1
3,1,3,5,67,2,1,1,1,1
5,1,1,1,70,2,1,1,1,1
5,1,5,4,55,2,1,1,1,1
1,1,4,5,54,2,1,1,1,1
5,0,4,1,72,2,1,1,1,1
2,0,3,1,26,1,1,1,1,1
2,1,4,3,77,2,1,1,1,1
1,0,2,4,67,2,1,1,1,1
1,1,3,1,39,1,1,1,1,1
1,0,3,3,54,2,1,1,1,1
5,1,4,3,43,1,1,1,1,1
4,1,3,4,89,3,1,1,1,1
3,1,1,1,28,1,1,1,1,1
3,0,5,5,80,3,1,1,1,1
5,0,5,4,51,2,1,1,1,1
2,1,5,3,23,1,1,1,1,1
2,0,5,2,79,2,1,1,1,1
4,1,4,5,77,2,1,1,1,1
5,1,2,2,89,3,1,1,1,1
3,0,2,4,80,3,1,1,1,1
1,1,4,5,57,2,1,1,1,1
1,1,4,4,20,1,1,1,1,1
1,1,3,5,68,2,1,1,1,1
1,0,2,4,71,2,1,1,1,1
5,1,5,5,88,3,1,1,1,1
4,1,4,4,85,3,1,1,1,1
4,1,5,2,77,2,1,1,1,1
2,1,5,1,66,2,1,1,1,1
4,0,5,2,61,2,1,1,1,1
1,1,2,3,74,2,1,1,1,1
1,1,5,5,48,1,1,1,1,1
2,0,5,3,18,1,1,1,1,1
4,0,3,3,59,2,1,1,1,1
1,0,3,4,55,2,1,1,1,1
4,0,2,1,47,1,1,1,1,1
4,0,3,5,52,2,1,1,1,1
2,0,4,1,50,2,1,1,1,1
3,1,5,4,77,2,1,1,1,1
1,1,2,2,25,1,1,1,1,1
2,0,5,3,35,1,1,1,1,1
1,1,5,3,65,2,1,1,1,1
1,0,4,5,40,1,1,1,1,1
1,1,2,1,70,2,1,1,1,1
4,0,5,2,61,2,1,1,1,1
4,0,5,2,89,3,1,1,1,1
2,1,5,4,77,2,1,1,1,1
1,0,5,1,22,1,1,1,1,1
2,1,5,3,55,2,1,1,1,1
4,0,2,2,52,2,1,1,1,1
4,0,3,1,88,3,1,1,1,1
3,1,5,3,44,1,1,1,1,1
5,0,4,5,39,1,1,1,1,1
5,1,2,4,80,3,1,1,1,1
2,1,1,5,35,1,1,1,1,1
1,1,3,4,52,2,1,1,1,1
1,1,4,5,34,1,1,1,1,1
3,1,5,4,33,1,1,1,1,1
1,0,2,1,64,2,1,1,1,1
3,0,2,2,65,2,1,1,1,1
4,1,5,5,55,2,1,1,1,1
1,0,4,4,58,2,1,1,1,1
3,1,2,1,29,1,1,1,1,1
4,0,5,4,65,2,1,1,1,1
3,1,3,3,80,3,1,1,1,1
4,0,4,5,55,2,1,1,1,1
3,1,5,2,78,2,1,1,1,1
2,0,4,2,22,1,1,1,1,1
4,1,5,2,53,2,1,1,1,1
5,1,4,3,77,2,1,1,1,1
4,0,1,2,41,1,1,1,1,1
3,1,5,5,69,2,1,1,1,1
4,1,3,2,47,1,1,1,1,1
2,0,5,2,64,2,1,1,1,1
1,0,1,1,28,1,1,1,1,1
3,1,5,1,35,1,1,1,1,1
2,1,5,4,63,2,1,1,1,1
3,1,3,3,71,2,1,1,1,1
4,1,1,2,78,2,1,1,1,1
2,0,5,3,32,1,1,1,1,1
5,1,5,3,40,1,1,1,1,1
4,1,5,1,55,2,1,1,1,1
4,0,2,2,42,1,1,1,1,1
4,0,5,3,88,3,1,1,1,1
3,1,3,4,43,1,1,1,1,1
4,0,2,2,66,2,1,1,1,1
2,0,5,4,33,1,1,1,1,1
1,0,5,2,12,1,1,1,1,1
3,1,5,3,32,1,1,1,1,1
1,1,1,3,48,1,1,1,1,1
5,1,5,5,56,2,1,1,1,1
1,0,4,2,73,2,1,1,1,1
1,1,3,4,65,2,1,1,1,1
4,1,1,5,83,3,1,1,1,1
1,1,2,1,53,2,1,1,1,1
4,0,4,1,39,1,1,1,1,1
3,1,1,1,32,1,1,1,1,1
4,1,3,2,55,2,1,1,1,1
4,1,2,3,76,2,1,1,1,1
3,1,3,2,69,2,1,1,1,1
5,0,3,3,54,2,1,1,1,1
5,1,2,1,89,3,1,1,1,1
4,1,5,5,87,3,1,1,1,1
5,0,5,2,66,2,1,1,1,1
2,0,3,4,65,2,1,1,1,1
2,0,5,1,71,2,1,1,1,1
1,0,2,4,27,1,1,1,1,1
3,0,3,2,38,1,1,1,1,1
2,1,5,3,43,1,1,1,1,1
1,0,2,4,38,1,1,1,1,1
5,0,1,2,59,2,1,1,1,1
2,0,1,5,44,1,1,1,1,1
4,1,5,5,39,1,1,1,1,1
3,1,1,4,67,2,1,1,1,1
3,1,4,1,70,2,1,1,1,1
1,0,3,1,24,1,1,1,1,1
2,1,3,1,31,1,1,1,1,1
2,0,2,2,24,1,1,1,1,1
1,0,4,1,61,2,1,1,1,1
3,1,3,1,59,2,1,1,1,1
3,1,2,3,87,3,1,1,1,1
1,1,5,3,68,2,1,1,1,1
2,0,3,4,62,2,1,1,1,1
3,1,5,5,50,2,1,1,1,1
2,1,3,4,27,1,1,1,1,1
5,1,5,1,36,1,1,1,1,1
3,1,5,4,43,1,1,1,1,1
2,1,3,1,35,1,1,1,1,1
1,0,5,1,29,1,1,1,1,1
3,0,2,3,56,2,1,1,1,1
1,1,3,3,41,1,1,1,1,1
4,0,3,4,37,1,1,1,1,1
2,0,1,3,26,1,1,1,1,1
5,0,5,3,46,1,1,1,1,1
3,1,3,5,75,2,1,1,1,1
4,0,1,1,40,1,1,1,1,1
3,1,5,2,36,1,1,1,1,1
4,0,5,1,62,2,1,1,1,1
2,1,5,5,47,1,1,1,1,1
2,0,5,3,39,1,1,1,1,1
3,0,2,4,57,2,1,1,1,1
2,1,1,1,20,1,1,1,1,1
4,1,3,2,87,3,1,1,1,1
4,0,1,1,31,1,1,1,1,1
1,1,5,3,57,2,1,1,1,1
2,1,5,5,37,1,1,1,1,1
1,1,2,1,29,1,1,1,1,1
2,1,5,5,48,1,1,1,1,1
2,0,5,2,41,1,1,1,1,1
5,1,5,3,43,1,1,1,1,1
2,0,1,3,70,2,1,1,1,1
1,0,5,1,54,2,1,1,1,1
5,1,3,2,77,2,1,1,1,1
5,1,3,5,40,1,1,1,1,1
1,1,1,1,39,1,1,1,1,1
3,1,2,1,38,1,1,1,1,1
4,0,3,1,61,2,1,1,1,1
2,0,1,4,59,2,1,1,1,1
5,1,1,3,68,2,1,1,1,1
1,0,5,2,59,2,1,1,1,1
3,1,5,4,55,2,1,1,1,1
1,0,5,3,63,2,1,1,1,1
4,0,5,5,47,1,1,1,1,1
2,0,2,3,49,1,1,1,1,1
4,1,2,1,64,2,1,1,1,1
2,1,2,2,72,2,1,1,1,1
5,0,1,5,46,1,1,1,1,1
3,1,1,4,55,2,1,1,1,1
2,1,5,3,73,2,1,1,1,1
4,0,3,3,41,1,1,1,1,1
3,1,5,2,50,2,1,1,1,1
1,1,5,2,61,2,1,1,1,1
2,0,2,1,60,2,1,1,1,1
4,0,5,3,52,2,1,1,1,1
4,0,4,4,31,1,1,1,1,1
3,0,2,1,66,2,1,1,1,1
1,1,5,4,16,1,1,1,1,1
5,1,5,5,93,3,1,1,1,1
2,0,5,3,59,2,1,1,1,1
3,0,1,5,78,2,1,1,1,1
4,1,5,2,79,2,1,1,1,1
4,1,5,1,50,2,1,1,1,1
2,1,5,4,38,1,1,1,1,1
2,0,4,2,80,3,1,1,1,1
4,0,4,4,58,2,1,1,1,1
4,0,5,4,44,1,1,1,1,1
1,0,2,5,70,2,1,1,1,1
5,1,5,5,45,1,1,1,1,1
4,0,5,5,40,1,1,1,1,1
4,0,5,4,57,2,1,1,1,1
3,1,1,4,61,2,1,1,1,1
3,0,5,4,72,2,1,1,1,1
5,1,3,5,83,3,1,1,1,1
2,0,2,3,36,1,1,1,1,1
3,1,2,5,61,2,1,1,1,1
5,1,5,4,90,3,1,1,1,1
1,1,2,2,22,1,1,1,1,1
2,0,5,3,35,1,1,1,1,1
4,0,2,2,59,2,1,1,1,1
5,0,5,3,89,3,1,1,1,1
3,0,1,4,66,2,1,1,1,1
4,0,2,5,88,3,1,1,1,1
5,0,2,1,91,3,1,1,1,1
2,1,3,3,53,2,1,1,1,1
1,0,1,2,64,2,1,1,1,1
4,0,5,4,40,1,1,1,1,1
1,1,1,2,24,1,1,1,1,1
1,1,1,3,59,2,1,1,1,1
4,0,2,5,49,1,1,1,1,1
5,1,4,3,85,3,1,1,1,1
5,0,2,4,47,1,1,1,1,1
2,1,5,1,54,2,1,1,1,1
3,0,3,2,82,3,1,1,1,1
4,1,1,2,31,1,1,1,1,1
5,1,5,3,67,2,1,1,1,1
1,0,5,2,58,2,1,1,1,1
4,0,5,3,36,1,1,1,1,1
4,1,4,3,66,2,1,1,1,1
2,1,1,4,39,1,1,1,1,1
1,1,2,2,61,2,1,1,1,1
4,1,1,3,64,2,1,1,1,1
3,0,3,4,31,1,1,1,1,1
3,1,1,4,39,1,1,1,1,1
4,1,5,5,78,2,1,1,1,1
1,0,5,5,43,1,1,1,1,1
4,0,2,4,62,2,1,1,1,1
2,0,2,2,80,3,1,1,1,1
5,0,2,2,51,2,1,1,1,1
1,0,5,5,40,1,1,1,1,1
1,0,3,3,48,1,1,1,1,1
3,1,5,2,38,1,1,1,1,1
1,1,5,1,61,2,1,1,1,1
2,1,5,1,42,1,1,1,1,1
4,0,1,5,57,2,1,1,1,1
3,0,4,4,26,1,1,1,1,1
5,1,1,3,58,2,1,1,1,1
3,1,2,5,40,1,1,1,1,1
1,0,3,3,26,1,1,1,1,1
3,0,5,5,78,2,1,1,1,1
3,1,1,1,62,2,1,1,1,1
3,1,5,4,90,3,1,1,1,1
4,1,5,2,50,2,1,1,1,1
3,1,1,5,57,2,1,1,1,1
3,1,5,1,62,2,1,1,1,1
1,0,1,2,74,2,1,1,1,1
2,1,1,1,74,2,1,1,1,1
3,1,5,1,40,1,1,1,1,1
2,0,1,3,81,3,1,1,1,1
1,1,2,2,45,1,1,1,1,1
4,0,5,5,50,2,1,1,1,1
1,0,3,2,17,1,1,1,1,1
1,1,4,3,31,1,1,1,1,1
3,1,5,2,40,1,1,1,1,1
1,0,5,1,61,2,1,1,1,1
1,0,2,5,26,1,1,1,1,1
1,0,5,4,20,1,1,1,1,1
3,1,3,4,73,2,1,1,1,1
5,1,5,5,55,2,1,1,1,1
1,1,5,2,37,1,1,1,1,1
3,1,2,1,35,1,1,1,1,1
5,1,5,5,90,3,1,1,1,1
5,0,2,4,36,1,1,1,1,1
1,1,5,2,38,1,1,1,1,1
4,1,4,3,65,2,1,1,1,1
1,0,3,5,66,2,1,1,1,1
4,1,4,3,88,3,1,1,1,1
1,1,1,2,53,2,1,1,1,1
3,1,2,1,27,1,1,1,1,1
4,0,4,3,90,3,1,1,1,1
3,0,2,1,50,2,1,1,1,1
5,1,5,4,49,1,1,1,1,1
1,1,2,5,71,2,1,1,1,1
5,1,1,2,72,2,1,1,1,1
1,0,2,3,21,1,1,1,1,1
2,0,5,5,73,2,1,1,1,1
1,1,5,2,68,2,1,1,1,1
2,1,4,3,74,2,1,1,1,1
1,1,3,2,72,2,1,1,1,1
1,1,5,5,38,1,1,1,1,1
5,0,4,4,78,2,1,1,1,1
4,0,1,4,55,2,1,1,1,1
1,1,5,2,24,1,1,1,1,1
2,0,2,3,72,2,1,1,1,1
1,0,4,4,38,1,1,1,1,1
1,1,5,3,73,2,1,1,1,1
2,1,4,3,60,2,1,1,1,1
1,1,2,2,38,1,1,1,1,1
2,1,5,4,74,2,1,1,1,1
5,0,4,5,86,3,1,1,1,1
1,1,1,4,62,2,1,1,1,1
2,1,5,5,80,3,1,1,1,1
1,1,5,3,62,2,1,1,1,1
1,1,5,1,22,1,1,1,1,1
3,0,4,2,28,1,1,1,1,1
1,1,2,2,41,1,1,1,1,1
4,1,4,4,34,1,1,1,1,1
2,0,4,3,52,2,1,1,1,1
3,1,5,2,71,2,1,1,1,1
4,1,5,4,68,2,1,1,1,1
3,1,2,2,47,1,1,1,1,1
1,0,3,1,73,2,1,1,1,1
1,1,2,2,33,1,1,1,1,1
4,1,4,1,83,3,1,1,1,1
4,1,1,1,48,1,1,1,1,1
5,0,2,3,39,1,1,1,1,1
3,1,5,1,29,1,1,1,1,1
1,1,1,2,36,1,1,1,1,1
5,1,3,4,94,3,1,1,1,1
2,0,3,4,73,2,1,1,1,1
3,0,1,1,28,1,1,1,1,1
5,1,3,2,49,1,1,1,1,1
2,1,1,2,73,2,1,1,1,1
3,0,4,1,83,3,1,1,1,1
3,1,1,2,73,2,1,1,1,1
4,0,4,4,50,2,1,1,1,1
2,0,5,3,74,2,1,1,1,1
2,0,5,3,71,2,1,1,1,1
4,1,3,5,92,3,1,1,1,1
5,0,5,5,78,2,1,1,1,1
2,0,5,4,64,2,1,1,1,1
2,1,1,3,37,1,1,1,1,1
3,1,4,3,49,1,1,1,1,1
3,1,5,3,53,2,1,1,1,1
4,0,5,5,95,3,1,1,1,1
1,0,5,5,50,2,1,1,1,1
2,1,3,5,62,2,1,1,1,1
5,0,5,3,74,2,1,1,1,1
3,1,5,2,70,2,1,1,1,1
3,1,2,2,29,1,1,1,1,1
3,1,3,2,81,3,1,1,1,1
2,1,1,3,58,2,1,1,1,1
3,1,2,1,57,2,1,1,1,1
1,0,3,5,61,2,1,1,1,1
2,0,3,1,56,2,1,1,1,1
2,1,4,1,44,1,1,1,1,1
3,0,2,3,30,1,1,1,1,1
5,0,2,2,53,2,1,1,1,1
2,1,5,2,67,2,1,1,1,1
2,0,2,3,21,1,1,1,1,1
1,0,5,4,35,1,1,1,1,1
3,1,5,5,77,2,1,1,1,1
4,0,5,1,72,2,1,1,1,1
4,0,5,3,52,2,1,1,1,1
1,0,1,2,15,1,1,1,1,1
2,0,5,1,67,2,1,1,1,1
3,0,1,1,55,2,1,1,1,1
1,1,5,4,73,2,1,1,1,1
1,1,1,3,25,1,1,1,1,1
4,1,5,5,90,3,1,1,1,1
3,1,5,1,74,2,1,1,1,1
3,1,4,4,53,2,1,1,1,1
5,0,5,2,79,2,1,1,1,1
1,0,1,4,59,2,1,1,1,1
4,1,3,1,40,1,1,1,1,1
5,1,5,4,39,1,1,1,1,1
1,1,4,2,49,1,1,1,1,1
4,0,3,5,41,1,1,1,1,1
4,0,3,1,39,1,1,1,1,1
2,0,5,3,57,2,1,1,1,1
2,0,5,2,66,2,1,1,1,1
2,0,2,4,59,2,1,1,1,1
4,0,4,1,40,1,1,1,1,1
5,1,5,1,47,1,1,1,1,1
2,0,5,3,65,2,1,1,1,1
3,1,2,5,86,3,1,1,1,1
4,1,5,5,75,2,1,1,1,1
3,0,5,1,30,1,1,1,1,1
1,0,3,1,26,1,1,1,1,1
4,0,5,3,49,1,1,1,1,1
1,0,5,5,52,2,1,1,1,1
1,0,5,2,47,1,1,1,1,1
1,0,2,3,64,2,1,1,1,1
1,0,3,2,28,1,1,1,1,1
1,0,2,5,48,1,1,1,1,1
4,1,2,3,47,1,1,1,1,1
3,1,3,2,37,1,1,1,1,1
2,0,5,3,54,2,1,1,1,1
1,1,2,3,18,1,1,1,1,1
3,0,1,1,37,1,1,1,1,1
1,1,5,2,41,1,1,1,1,1
5,1,5,1,96,3,1,1,1,1
1,0,3,3,69,2,1,1,1,1
1,0,3,2,64,2,1,1,1,1
4,0,5,3,48,1,1,1,1,1
3,1,1,3,59,2,1,1,1,1
3,1,1,1,39,1,1,1,1,1
3,0,1,5,80,3,1,1,1,1
2,1,1,4,38,1,1,1,1,1
2,0,4,3,26,1,1,1,1,1
2,1,3,5,27,1,1,1,1,1
4,0,2,2,50,2,1,1,1,1
4,1,3,2,89,3,1,1,1,1
5,0,3,4,45,1,1,1,1,1
1,0,3,4,42,1,1,1,1,1
4,0,1,4,80,3,1,1,1,1
2,1,1,5,48,1,1,1,1,1
4,0,4,4,59,2,1,1,1,1
1,1,5,4,53,2,1,1,1,1
3,0,3,3,72,2,1,1,1,1
2,0,5,1,46,1,1,1,1,1
3,0,5,4,75,2,1,1,1,1
2,1,4,2,25,1,1,1,1,1
1,1,1,2,36,1,1,1,1,1
2,1,3,2,24,1,1,1,1,1
2,0,1,2,31,1,1,1,1,1
1,1,5,2,39,1,1,1,1,1
4,0,2,5,81,3,1,1,1,1
3,0,1,2,63,2,1,1,1,1
2,0,1,1,81,3,1,1,1,1
3,0,4,1,63,2,1,1,1,1
2,0,2,1,69,2,1,1,1,1
2,1,5,3,66,2,1,1,1,1
3,1,5,3,80,3,1,1,1,1
2,0,5,5,52,2,1,1,1,1
1,0,5,2,68,2,1,1,1,1
2,1,3,3,57,2,1,1,1,1
4,0,5,3,37,1,1,1,1,1
4,0,3,5,68,2,1,1,1,1
1,0,5,4,35,1,1,1,1,1
1,0,5,5,65,2,1,1,1,1
2,1,1,3,28,1,1,1,1,1
3,0,5,1,82,3,1,1,1,1
1,1,4,4,29,1,1,1,1,1
2,1,5,1,62,2,1,1,1,1
2,1,2,5,35,1,1,1,1,1
3,1,2,4,51,2,1,1,1,1
2,0,5,4,22,1,1,1,1,1
5,0,1,5,42,1,1,1,1,1
1,0,2,5,45,1,1,1,1,1
2,1,2,3,48,1,1,1,1,1
2,1,1,4,61,2,1,1,1,1
1,1,1,5,59,2,1,1,1,1
1,0,1,1,50,2,1,1,1,1
1,0,4,2,33,1,1,1,1,1
3,0,1,5,65,2,1,1,1,1
2,1,1,1,26,1,1,1,1,1
4,1,1,4,69,2,1,1,1,1
3,0,5,3,87,3,1,1,1,1
5,1,5,5,85,3,1,1,1,1
4,1,5,3,46,1,1,1,1,1
2,0,5,3,82,3,1,1,1,1
3,1,4,3,36,1,1,1,1,1
3,1,4,5,77,2,1,1,1,1
3,0,2,1,85,3,1,1,1,1
5,1,5,5,85,3,1,1,1,1
2,1,5,3,62,2,1,1,1,1
3,1,4,2,54,2,1,1,1,1
4,1,4,2,89,3,1,1,1,1
5,0,5,3,35,1,1,1,1,1
4,0,2,1,65,2,1,1,1,1
2,1,1,2,52,2,1,1,1,1
1,0,3,4,37,1,1,1,1,1
2,0,2,1,27,1,1,1,1,1
3,0,3,1,60,2,1,1,1,1
2,1,2,2,52,2,1,1,1,1
1,1,2,5,28,1,1,1,1,1
3,0,1,4,72,2,1,1,1,1
1,0,4,2,23,1,1,1,1,1
5,0,5,4,59,2,1,1,1,1
1,0,2,4,20,1,1,1,1,1
3,1,1,1,38,1,1,1,1,1
1,0,3,3,31,1,1,1,1,1
4,1,5,1,81,3,1,1,1,1
2,1,5,4,66,2,1,1,1,1
3,1,4,2,68,2,1,1,1,1
4,1,5,4,75,2,1,1,1,1
1,1,2,4,24,1,1,1,1,1
1,1,3,5,26,1,1,1,1,1
3,1,2,3,39,1,1,1,1,1
3,0,5,4,61,2,1,1,1,1
5,1,5,4,52,2,1,1,1,1
1,0,5,3,38,1,1,1,1,1
2,0,5,4,25,1,1,1,1,1
4,0,5,5,73,2,1,1,1,1
5,0,4,2,93,3,1,1,1,1
2,0,3,1,16,1,1,1,1,1
1,1,5,4,75,2,1,1,1,1
2,1,1,4,64,2,1,1,1,1
1,0,4,3,77,2,1,1,1,1
1,0,2,4,44,1,1,1,1,1
2,0,5,2,66,2,1,1,1,1
4,1,3,3,48,1,1,1,1,1
1,0,3,5,50,2,1,1,1,1
1,1,5,4,56,2,1,1,1,1
1,1,1,4,55,2,1,1,1,1
4,0,5,3,83,3,1,1,1,1
3,1,5,2,58,2,1,1,1,1
4,1,3,1,93,3,1,1,1,1
2,1,1,4,38,1,1,1,1,1
4,0,1,2,55,2,1,1,1,1
4,0,2,1,80,3,1,1,1,1
3,0,1,4,64,2,1,1,1,1
4,0,4,1,37,1,1,1,1,1
1,0,3,3,49,1,1,1,1,1
4,0,4,2,33,1,1,1,1,1
3,0,1,5,78,2,1,1,1,1
4,0,1,3,31,1,1,1,1,1
1,1,4,2,53,2,1,1,1,1
3,0,2,4,25,1,1,1,1,1
1,1,1,2,69,2,1,1,1,1
4,1,4,5,89,3,1,1,1,1
2,0,4,4,80,3,1,1,1,1
2,1,3,4,80,3,1,1,1,1
1,1,2,5,22,1,1,1,1,1
3,0,5,3,52,2,1,1,1,1
1,1,4,1,59,2,1,1,1,1
5,0,3,5,88,3,1,1,1,1
3,1,5,5,81,3,1,1,1,1
3,1,3,1,79,2,1,1,1,1
1,0,3,1,28,1,1,1,1,1
1,1,5,3,28,1,1,1,1,1
2,1,2,1,19,1,1,1,1,1
4,0,1,5,31,1,1,1,1,1
3,0,2,5,87,3,1,1,1,1
1,1,5,5,17,1,1,1,1,1
1,1,5,4,75,2,1,1,1,1
4,0,2,4,61,2,1,1,1,1
2,1,1,1,72,2,1,1,1,1
3,0,2,5,78,2,1,1,1,1
4,0,2,3,36,1,1,1,1,1
4,0,2,2,45,1,1,1,1,1
4,1,4,1,74,2,1,1,1,1
1,1,4,3,17,1,1,1,1,1
2,1,2,3,47,1,1,1,1,1
1,0,1,1,25,1,1,1,1,1
5,1,1,3,81,3,1,1,1,1
2,0,1,4,74,2,1,1,1,1
2,1,1,1,30,1,1,1,1,1
5,0,5,2,59,2,1,1,1,1
2,0,5,2,60,2,1,1,1,1
4,1,3,1,58,2,1,1,1,1
1,0,2,5,28,1,1,1,1,1
2,1,2,3,33,1,1,1,1,1
1,1,3,2,30,1,1,1,1,1
1,1,1,1,31,1,1,1,1,1
1,1,5,1,36,1,1,1,1,1
4,1,5,4,56,2,1,1,1,1
5,0,3,1,82,3,1,1,1,1
1,1,5,2,50,2,1,1,1,1
4,0,4,5,76,2,1,1,1,1
3,1,2,3,52,2,1,1,1,1
2,0,5,1,60,2,1,1,1,1
5,0,5,5,91,3,1,1,1,1
3,1,5,5,52,2,1,1,1,1
1,0,4,1,43,1,1,1,1,1
3,1,2,3,32,1,1,1,1,1
4,1,4,4,77,2,1,1,1,1
2,1,2,3,55,2,1,1,1,1
4,0,2,2,52,2,1,1,1,1
3,0,5,1,68,2,1,1,1,1
5,0,5,1,41,1,1,1,1,1
5,0,3,5,63,2,1,1,1,1
5,1,5,5,99,3,1,1,1,1
1,1,1,3,17,1,1,1,1,1
1,0,4,4,47,1,1,1,1,1
2,0,1,2,24,1,1,1,1,1
2,1,2,4,80,3,1,1,1,1
5,0,5,5,79,2,1,1,1,1
3,1,1,2,49,1,1,1,1,1
1,0,1,4,27,1,1,1,1,1
5,0,5,4,51,2,1,1,1,1
3,0,1,5,41,1,1,1,1,1
2,1,5,5,67,2,1,1,1,1
2,1,5,2,48,1,1,1,1,1
2,0,2,1,72,2,1,1,1,1
4,0,5,4,75,2,1,1,1,1
